1245,SOON|SWX|CH
1246,OSI.XX1|TSX|CA
1247,MSFT|NAS|US
1251,ISRG|NAS|US
1251,ISRGD|NAS|US
1255,HMT|NAS|US
1255,HST|NAS|US
1256,TESS|NAS|US
1266,MALL|NAS|US
1266,PCMI|NAS|US
1266,NSIT|NAS|US
1267,AHA|NAS|US
1267,AHAA|NAS|US
1267,SWKS|NAS|US
1270,MSFT|NAS|US
1271,GAP|OTC|US
1271,GAPTQ|OTC|US
1273,SU|PAR|FR
1277,TRIHV|NYS|US
1277,TRIH|NYS|US
1277,TRI|NYS|US
1277,CYH|NYS|US
1277,QHC.WI|OTC|US
1277,QHC|OTC|US
1277,QHCCQ|OTC|US
1279,FOR.XX9|NYS|US
1279,FBU|NZE|NZ
1282,GNWR|NYS|US
1282,GWR|NYS|US
1283,WLDA|OTC|US
1283,WLDAE|OTC|US
1283,GBAHQ|OTC|US
1284,ELN|DUB|IE
1284,PRGO|NYS|US
1290,MDT|NYS|US
1292,FMCI|NAS|US
1292,CVON|NAS|US
1294,IPHI|NAS|US
1294,MRVL|NAS|US
1295,AC|PAR|FR
1296,IBM|NYS|US
1297,CAVM|NAS|US
1297,MRVL|NAS|US
1299,CTL|NYS|US
1299,LUMN|NYS|US
1300,INTT|ASE|US
1301,ADEN|SWX|CH
1302,ASSA.B|OME|SE
1303,ELNK|NAS|US
1303,WINMQ|OTC|US
1305,ENWV|NAS|US
1305,ENWVD|NAS|US
1305,GGOX|ASE|US
1305,GIG|ASE|US
1305,IDTI|NAS|US
1305,6723|TKS|JP
1306,DIS|NYS|US
1308,STCI|NYS|US
1308,RRR|NAS|US
1309,ACN|NYS|US
1318,GCI|NYS|US
1318,TGNA|NYS|US
1318,CARS.WI|NYS|US
1318,CARS|NYS|US
1321,SNMX|NAS|US
1323,MTLM|NYS|US
1323,MTLMQ|NYS|US
1323,MTLME|NYS|US
1323,MLMGV|NYS|US
1323,MLMG|NYS|US
1323,MM|NYS|US
1323,SGM|ASX|AU
1324,STZ|NAS|US
1324,STCO|NAS|US
1324,CR|NYS|US
1325,FB|NAS|US
1325,META|NAS|US
1326,SZE|PAR|FR
1326,SEV|PAR|FR
